Nama Makanan,Bahan Makanan,Bahan Dasar,Kalori,Protein,Lemak,Karbohidrat,Kehalalan,Resep,Harga,Alergi Telur,Alergi Kacang,Alergi Kedelai,Alergi Seafood,Alergi udang,Alergi susu
Ceker Mercon anak kos,"1/4 ceker ayam
9 Cabai rawit
4 bawang merah
2 bawang putih
Garam (secukupnya)
Penyedap
Kecap
Gula pasir
Lada bubuk
Aer","/, ceker, ayam, Cabai, rawit, bawang, merah, bawang, putih, Garam, (secukupnya), Penyedap, Kecap, Gula, pasir, Lada, bubuk, Aer",200,10,10,10,1,"Langkah 1
Siapkan ceker ayam cuci bersih dan rebus hingga agak empuk. Ini udah aku rebus sebelumnya pake air kunyit karena buat stok kulkas ya.
Ceker Mercon anak kos langkah memasak 1 foto
Langkah 2
Uleg aja semua bumbu (kalo ada blender bisa di blender biar cepet)
Ceker Mercon anak kos langkah memasak 2 foto
Langkah 3
Panaskan minyak kemudian masukan bumbunya dan diaduk hingga wangi.
Langkah 4
Tambahkan air secukupnya.
Langkah 5
Setelah blubuk-blubuk masukkan ceker ayam dan tambahkan seuprit gula serta penyedap rasa (aku pake Magic).
Langkah 6
Koreksi rasa (kalo kurang asin tambah garem lagi)
Langkah 7
Setelah air agak surut tambahkan kecap sesuai selera.
Langkah 8
Setelah bumbu mengental dan meresap, matikan kompor. Hidangkan di piring dan siap disantap. Bisa untuk cemal cemil atau tambah nasi biar sah.
Ceker Mercon anak kos langkah memasak 8 foto
Ceker Mercon anak kos langkah memasak 8 foto",,0,0,1,0,0,0
Sayur asem/Gangan Asam Kepala patin,"1 kepala patin
1 buah timun kecil
4 buah kacang panjang
1 buah tomat
1 buah cabe merah besar
1 butir bawang putih
Secukupnya garam
Secukupnya penyedap rasa (boleh micin/kaldu jamur)
Kunyit Bubuk
Air","kepala, patin, timun, kecil, kacang, panjang, tomat, cabe, merah, bawang, putih, garam, penyedap, rasa, (boleh, micin/kaldu, jamur), Kunyit, Bubuk, Air",200,10,5,20,1,"Langkah 1
Marinasi kepala patin dengan garam, penyedap rasa, kunyit bubuk
Langkah 2
Didihkan air.
Sambil menunggu air mendidih potong2 kacang, cabe, timun, tomat, bawang
Langkah 3
Setelah air mendidih, masukan kepala patin, bawang putih
Langkah 4
Setelah 2-3 menit masukan kacang panjang, cabe. Koreksi rasa, jika masih hambar tambahkan garam & penyedap rasa lagi
Langkah 5
Setelah 1-2 menit masukan timun, tunggu 1 menit lalu masukan tomat.
Masak sampai sayurnya matang & siap d hidangkan",,0,1,0,0,0,0
Tahu Tempe Balado,"1 papan Tempe
5 buah Tahu
5 buah Cabai rawit
5 buah Cabai keriting merah
3 siung bawang putih
5 siung bawang merah
1 pcs terasi (opsional kalo alergi di skip aja)
4 lembar daun jeruk (opsional)
1/2 sdt garam
1 sdm gula pasir
1/2 sdt kaldu
1/2 sdt micin
Secukupnya air
Minyak untuk menumis dan menggoreng","papan, Tempe, Tahu, Cabai, rawit, Cabai, keriting, merah, bawang, putih, bawang, merah, pcs, terasi, (opsional, kalo, alergi, di, skip, aja), daun, jeruk, (opsional), /, garam, gula, pasir, /, kaldu, /, micin, air, Minyak, untuk, menumis, dan, menggoreng",250,15,10,20,1,"angkah 1
Kupas dan cuci bersih semua bahan
Langkah 2
Potong tahu dan tempe kotak2 dan Rendam tempe tahu pake air garem ini aku tambahin kaldu dikit ±10mnt
Tahu Tempe Balado Anak Kost langkah memasak 2 foto
Langkah 3
Blender bawang putih, terasi dan cabe²an kasih air dikit biar muter, kalo mau di ulek bisa banget, ini krna aku ga punya ulekan aja 😅
Tahu Tempe Balado Anak Kost langkah memasak 3 foto
Langkah 4
Potong² bawang merah tipis²
Tahu Tempe Balado Anak Kost langkah memasak 4 foto
Langkah 5
Goreng tahu & tempe sampe ½ kering lalu sisihkan
Tahu Tempe Balado Anak Kost langkah memasak 5 foto
Langkah 6
Tumis bawang merah sampe agak kecoklatan, jngn smpe coklat bgt nanti jadinya pait
Tahu Tempe Balado Anak Kost langkah memasak 6 foto
Langkah 7
Masukan bahan² yang sudah di blender tadi juga daun jeruk (opsional kalo mau ada wangi2nya), garam, micin, dan gula tambahkan air sedikit yaa sekitar 50ml fungsinya biar bahan²nya ga gosong dan potongan cabenya bisa empuk.
Tahu Tempe Balado Anak Kost langkah memasak 7 foto
Langkah 8
Masak di api sedang cenderung kecil sampe airnya udah ga ada dan minyak²nya mulai keluar seperti di foto koreksi rasa
Tahu Tempe Balado Anak Kost langkah memasak 8 foto
Langkah 9
Kalo bumbu²nya di rasa udah pas dan udh ngeluarin minyak, masukan tahu dan tempe yg udah digoreng aduk rata sebentar
Tahu Tempe Balado Anak Kost langkah memasak 9 foto
Langkah 10
Daaann jadiii ini enak banget parah sampe temen² aku pada suka nambah2 terus katanya pedes nagih banget 😋 oh iya dan bumbu balado ini bisa buat ayam ½kg, terong, seafood, dll juga loh
✨ selamat mencoba ✨
Tahu Tempe Balado Anak Kost langkah memasak 10 foto",,0,0,1,0,0,0
Mie Telur Mielor/Dogmie/Omellete ,"1 bungkus Mie Instant (aku rekomendasikan pakai mie kuah soto/kari yaa!)
1 butir Telur","bungkus, Mie, Instant, (aku, rekomendasikan, pakai, mie, kuah, soto/kari, yaa!), Telur",300,15,10,30,1,"Langkah 1
Rebus mie seperti biasa
Langkah 2
Masukkan Telur dalam mangkok, tambahkan bumbu mie instant tadi
Langkah 3
Lanjut jika mie sudah matang, masukkan mie ke dalam mangkok berisi telur + bumbu mie tadi (tdk usah tambah bumbu lagi!!!)
Langkah 4
Jika kedua sisi sudah kecoklatan, tiriskan deh! :D Dimakan pakai nasi hangat dan saos Indofood extrapedas (gk disponsor ^^ tp klo mau boleh bgt yuk indoput yuk wkwk)
Langkah 5
Aduk rata!!!
Langkah 6
Goreng di teflon (di wajan dll jg bisa sih) dengan minyak yang tdk terlalu banyak tp jg jangan dikit banget yahh!
Langkah 7
Masukkan mie tadi, jangan lupa diratakan (gunakan api sedang/kecil!)
Langkah 8
Tips: jangan sering dibalik dogmienya! Nanti takut hancur, dicek2 aja bagian bawahnya klo sudah kecoklatan dan tdk lembek bisa dibalik :D
Langkah 9
Selamat mencoba~",,1,0,0,1,0,0
Opor Ayam Putih,"400 gr Ayam broiler (aku pakai 5 potong ayam bagian paha)
200 ml santan
2 batang Sereh
2 lembar daun salam
2 lembar daun jeruk (optional)
8 buah Cabai rawit merah (optional)
Lada putih bubuk
Garam
Gula
Air perasa lemon
Minyak untuk menumis
300 ml air
Bumbu Halus
8 siung bawang merah
8 siung bawang putih
1 ruas jahe
1/2 ruas kencur
4 butir kemiri sangrai
secukupnya Ketumbar","Ayam, broiler, (aku, pakai, ayam, bagian, paha), ml, santan, batang, Sereh, daun, salam, daun, jeruk, (optional), Cabai, rawit, merah, (optional), Lada, putih, bubuk, Garam, Gula, Air, perasa, lemon, Minyak, untuk, menumis, ml, air, Bumbu, bawang, merah, bawang, putih, jahe, /, kencur, kemiri, sangrai, Ketumbar",300,20,10,20,1,"Langkah 1
Cuci bersih ayam, kemudian marinasi ayam dengan air perasan lemon dan garam, diamkan 30 menit
Langkah 2
Tumis semua bumbu halus sampai wangi dan kecokelatan. Masukan sereh, daun salam, daun jeruk, dan irisan Cabai rawit merah lalu tumis hingga harum.
Langkah 3
Masukan ayam yang telah dimarinasi kedalam tumisan bumbu halus, masak hingga setengah matang beri garam, lada, dan gula. Koreksi rasa.
Langkah 4
Masukan air kedalam tumisan ayam, masak selama 10-15 menit (sampai air menyusut)
Langkah 5
Masukan santan. Diamkan hingga mendidih kemudian koreksi rasa.",,0,0,0,0,0,0
Semur Ayam Kecap Pedas,"500 gr dada ayam
1 sachet kecap
Secukupnya garam
Secukupnya lada bubuk
Secukupnya gula merah
Secukupnya penyedap rasa
Bumbu halus :
3 siung bawang merah
2 siung bawang putih
1 ruas kecil jahe
1/2 sdt ketumbar
5 buah cabai rawit (boleh ditambah sesuai selera)
Bumbu aromatik :
1/2 siung bawang bombay
1 lembar daun salam
2 lembar daun jeruk
1 ruas sereh
2 irisan lengkuas","ayam, sachet, kecap, garam, lada, bubuk, gula, merah, penyedap, rasa, Bumbu, :, bawang, merah, bawang, putih, kecil, jahe, /, ketumbar, cabai, rawit, (boleh, ditambah, sesuai, selera), Bumbu, aromatik, :, /, bawang, bombay, daun, salam, daun, jeruk, sereh, irisan, lengkuas",300,20,10,20,1,"Langkah 1
Cuci bersih daging ayam kemudian potong kecil seperti dadu
Langkah 2
Goreng daging ayam dengan sedikit minyak hingga sedikit kecoklatan atau dirasa cukup matang lalu tiriskan
Langkah 3
Haluskan semua bumbu halus
Langkah 4
Iris bawang bombay dan geprek sereh
Langkah 5
Panaskan minyak, tumis bumbu yang telah dihaluskan hingga tercium aroma wangi kemudian masukkan bawang bombay, sereh, lengkuas, daun salam, daun jeruk dan gula merah secara bertahap
Langkah 6
Masukkan daging ayam yang telah digoreng sebelumnya kemudian tambahkan sedikit air (saya kira-kira 1/4 gelas)
Langkah 7
Tambahkan garam, lada bubuk, kecap, penyedap rasa dan aduk hingga merata. Jangan lupa test rasa kalau ada yang dirasa kurang bisa ditambah
Langkah 8
Tunggu hingga airnya menyusut, kemudian setelah itu bisa dihidangkan.",,0,0,1,0,0,0
Ayam Tempe Kuah Kuning,"Tempe
Ayam
5 buah cabai rawit
Daun bawang
Kunyit
Penyedap rasa
Air
Minyak goreng","Tempe, Ayam, cabai, rawit, Daun, bawang, Kunyit, Penyedap, rasa, Air, Minyak, goreng",300,20,10,20,1,"Langkah 1
Goreng tempe dan ayam, kemudian tiriskan.
Ayam Tempe Kuah Kuning (ala anak kos) langkah memasak 1 foto
Langkah 2
Tumis cabai rawit dan daun bawang yang sudah di potong-potong.
Ayam Tempe Kuah Kuning (ala anak kos) langkah memasak 2 foto
Langkah 3
Tambahkan kunyit dan air sesuai selera.
Ayam Tempe Kuah Kuning (ala anak kos) langkah memasak 3 foto
Langkah 4
Masukkan tempe dan ayam yang sudah di goreng tadi, kemudian tambahkan penyedap rasa sesuai selera. Bila sudah matang siap di makan dengan nasi hangat.
Ayam Tempe Kuah Kuning (ala anak kos) langkah memasak 4 foto",,0,0,1,0,0,0
Ayam suwir ,"1/2 Dada ayam Fillet
1 buah tomat
3 siung bawang merah
3 siung bawang putih
Secukupnya cabai
1 bungkus masako rasa Ayam/Sapi sesuai selera
Lada bubuk","/, ayam, tomat, bawang, merah, bawang, putih, cabai, bungkus, masako, rasa, Ayam/Sapi, sesuai, selera, Lada, bubuk",200,15,5,15,1,"Langkah 1
Cuci bersih 1/2 kg Ayam fille tadi, lalu masukkan kedalam panci, dan rebus hingga matang.
Langkah 2
Sembari menunggu Ayam matang, bersihkan cabai sesuai selera, jika mau pedas bisa digunakan banyak, selain cabai ada Bawang merah dan Bawang putih berserta tomat dicuci hingga bersih saja.
Langkah 3
Dikarenakan saya tidak memiliki blender dikost, jadi saya memiliki dua saran yang sudah dicoba keduanya.
Langkah 4
Pertama, semua bumbu yang dicuci tadi di potong-potong kecil seperti potongan oseng.
Langkah 5
Kedua, bisa menggunakan alat seperti blender manual ini. Di blender hingga semua tercacah, lalu tambahkan sedikit minyak/air agar sari bumbunya tidak terbuang.
Langkah 6
Setelah ayam matang, bisa di tiriskan lalu di suwir, apabila memiliki blender manual bisa dimasukkan kedalam sana untuk mendapatkan hasil suwiran yang tipis dan rata.
Langkah 7
Oseng bumbu terlebih dahulu hingga harum.
Langkah 8
Apabila sudah harum, masukkan ayam yang sudah di suwir, di aduk hingga bumhu merata di Ayam. Dapat menambahkan sedikit air untuk yang tidak suka ayam suwir terlalu kering.
Langkah 9
Tambahkan penyedap rasa sesuai selera, lalu koreksi rasa.
Langkah 10
Di oseng hingga ayam siap untuk disajikan.",,0,0,0,0,0,0
Telor Orak Arik ,"1 butir telur ayam
1 buah Bawang bombay cincang halus
2 siung bawang putih iris tipis
1 buah Cabai rawit (optional, boleh skip untuk yg ga suka pede)
1 siung bawang merah, geprek lalu iris kecil kecil
Garam,
Gula,
Penyedap rasa (aku pake madako sapi)
Merica/lada Bubuk
Saos
Kecap
5 sendok makan air
Minyak untuk menggoreng","telur, ayam, Bawang, bombay, cincang, bawang, putih, Cabai, rawit, (optional,, boleh, skip, untuk, yg, ga, suka, pede), bawang, merah,, geprek, kecil, kecil, Garam,, Gula,, Penyedap, rasa, (aku, pake, madako, sapi), Merica/lada, Bubuk, Saos, Kecap, sendok, makan, air, Minyak, untuk, menggoreng",150,10,10,5,1,"Langkah 1
Dalam wajan panaskan minyak secukupnya sampai panas kmudian tumis bawang merah, bawang putih, bawang bombay dan cabai bersamaan, sampai harum.
Langkah 2
Tambahkan kecap, saos, gula, garam, takaran lada sesuai selera. Aduk sampai rata kemudian beri air. Koreksi rasa.
Langkah 3
Setelah rasanya pas di lidah kalian, boleh langsung masukan telur.
Langkah 4
Orak arik telur hingga bumbu dan telur nya menyatu.
Langkah 5
Angkat dan tiriskan. Di jamin easanya endulitaa",,1,0,1,0,0,0
Chicken Steak with mushroom sauce ,"Bahan Steak
2 Paha Ayam, buang tulangnya
5 Sdm saus BBQ
1 Sdm saus tomat
1/2 sdt lada hitam
1/2 sdt kaldu jamur
3 siung bawang putih
1/2 sdt garam
Bahan Saus Mushroom
125 gram Jamur Kancing/champignon
250-300 ml Susu
1 sdm tepung terigu
50 grm Keju
1/2 sdt kaldu jamur
1 Sdm mentega
1/2 sdt lada
2 siung bawang putih
1/2 sdt italian herbs","Bahan, Steak, Ayam,, buang, tulangnya, saus, BBQ, saus, tomat, /, lada, hitam, /, kaldu, jamur, bawang, putih, /, garam, Bahan, Saus, Mushroom, gram, Jamur, Kancing/champignon, -, ml, Susu, tepung, terigu, grm, Keju, /, kaldu, jamur, mentega, /, lada, bawang, putih, /, italian, herbs",300,25,10,20,1,"Langkah 1
Buang tulang dari paha ayam, dan sayat sayat
Chicken Steak with mushroom sauce ala anak kost langkah memasak 1 foto
Langkah 2
Siapkan bumbu marinasi : saus BBQ, Saus tomat. kaldu jamur, lada hitam, bawang putih halus, dan garam. campur rata
kemudian baluri ayam dan marinasi sekitar 30-40 menit
saya pakai #GaramDaunSalam karena rasanya lebih gurih
Chicken Steak with mushroom sauce ala anak kost langkah memasak 2 foto
Chicken Steak with mushroom sauce ala anak kost langkah memasak 2 foto
Chicken Steak with mushroom sauce ala anak kost langkah memasak 2 foto
Langkah 3
Sembari menunggu ayam di marinasi, rebus sayuran untuk pelengkap
dan membuat saus mushroom.
cincang halus bawang putih,iris tipis jamur, dan siapkan keju parut
Chicken Steak with mushroom sauce ala anak kost langkah memasak 3 foto
Langkah 4
Panaskan margarin dan tumis jamur hingga layu, masukan tepung terigu aduk rata
kemudian masukkan Susu, kaldu jamur, sedikit garam, italian herbs dan lada. aduk rata
terakhir masukkan keju, koreksi rasa dan setelah sedikit mengental angkat
Chicken Steak with mushroom sauce ala anak kost langkah memasak 4 foto
Chicken Steak with mushroom sauce ala anak kost langkah memasak 4 foto
Chicken Steak with mushroom sauce ala anak kost langkah memasak 4 foto
Langkah 5
Panaskan wajan dan olesi sedikit minyak, panggang ayam hingga matang kecoklatan. oleskan semua sisa saus marinasi ke atas daging ayam. sesuaikan kematangan menurut selera
Chicken Steak with mushroom sauce ala anak kost langkah memasak 5 foto
Langkah 6
Sajikan steak ayam dengan sayuran dan saus mushroom
Chicken Steak with mushroom sauce ala anak kost langkah memasak 6 foto",,0,0,0,0,0,0
Tahu Balutan Telur Saus Tiram ,"Bahan Saus:
4 bh tomat (keluarkan bijinya) (Tujuan: supaya ga kayak sambal)
4 bh cabe merah keriting merah (tujuan: kaya rasa dan warna)
2 bh cabe rawit kecil (tujuan: rasa pedas sedikit)
1 sdm kecap tim ikan (tujuan kaya rasa)
2 sdm saus tiram (tujuan kaya rasa)
Bahan Tahu Telur:
4 bh tahu kotak potong dadu
1 bh telur ayam (Tujuan: efek lembut ke tahunya)
Bahan Taburan Rasa:
1/2 sdt garam
1/2 sdt lada hitam (Tujuan: sensasi gurih)
Bahan Bumbu Dasar:
6 bh bawang merah (Tujuan: jumlah banyak untuk tumis gurih)
4 bh bawang putih (Tujuan: biar balance aja)","Bahan, Saus:, tomat, (keluarkan, bijinya), (Tujuan:, supaya, ga, kayak, sambal), cabe, merah, keriting, merah, (tujuan:, kaya, rasa, dan, warna), cabe, rawit, kecil, (tujuan:, rasa, pedas, sedikit), kecap, tim, ikan, (tujuan, kaya, rasa), saus, tiram, (tujuan, kaya, rasa), Bahan, Tahu, Telur:, tahu, kotak, dadu, telur, ayam, (Tujuan:, efek, lembut, ke, tahunya), Bahan, Taburan, Rasa:, /, garam, /, lada, hitam, (Tujuan:, sensasi, gurih), Bahan, Bumbu, Dasar:, bawang, merah, (Tujuan:, jumlah, banyak, untuk, tumis, gurih), bawang, putih, (Tujuan:, biar, balance, aja)",200,10,10,10,1,"angkah 1
Siapkan bahan sausnya kak untuk warna merah. Doi aku rebus dulu kak, supaya gampang ku ulek
145). Tahu Balutan Telur Saus Tiram (Ala Anak Kos) 😄 langkah memasak 1 foto
Langkah 2
Nah, setelah ku rebus, ku keluarkan bijinya. 🥰
145). Tahu Balutan Telur Saus Tiram (Ala Anak Kos) 😄 langkah memasak 2 foto
Langkah 3
Bawang setelah di cuci😀
145). Tahu Balutan Telur Saus Tiram (Ala Anak Kos) 😄 langkah memasak 3 foto
Langkah 4
Di iris tipis-tipis. Kenapa ga aku ulek sekalian? Soalnya aku pengen ada efek krenyes-krenyes 😀
145). Tahu Balutan Telur Saus Tiram (Ala Anak Kos) 😄 langkah memasak 4 foto
Langkah 5
Tahu direbus kak supaya doi ga hancur😃
145). Tahu Balutan Telur Saus Tiram (Ala Anak Kos) 😄 langkah memasak 5 foto
Langkah 6
Setelah doi kaku efek direbus🥰
145). Tahu Balutan Telur Saus Tiram (Ala Anak Kos) 😄 langkah memasak 6 foto
Langkah 7
Campur ke mangkok isi telur kak. Aduk-aduk. 😀
145). Tahu Balutan Telur Saus Tiram (Ala Anak Kos) 😄 langkah memasak 7 foto
Langkah 8
Tumis tahu telur. Kasih minyak sedikit kak. Tujuan supaya kecampur telurnya dan tiris dari air😄
145). Tahu Balutan Telur Saus Tiram (Ala Anak Kos) 😄 langkah memasak 8 foto
Langkah 9
Oke tunggu sampe set😀
145). Tahu Balutan Telur Saus Tiram (Ala Anak Kos) 😄 langkah memasak 9 foto
Langkah 10
Nah, lumayan telurnya meresap dan kering 🥰
145). Tahu Balutan Telur Saus Tiram (Ala Anak Kos) 😄 langkah memasak 10 foto
Langkah 11
Sangrai irisan bawang kak. Bisa pake minyak sedikit😀
145). Tahu Balutan Telur Saus Tiram (Ala Anak Kos) 😄 langkah memasak 11 foto
Langkah 12
Masukkan ulekan tomat dan cabe. Tambahkan kecap tim ikan, saus tiram, garam, dan lada hitam😄
145). Tahu Balutan Telur Saus Tiram (Ala Anak Kos) 😄 langkah memasak 12 foto
Langkah 13
Uda tiris😀
145). Tahu Balutan Telur Saus Tiram (Ala Anak Kos) 😄 langkah memasak 13 foto
Langkah 14
Masukkan mangkok😄
145). Tahu Balutan Telur Saus Tiram (Ala Anak Kos) 😄 langkah memasak 14 foto
Langkah 15
Siapp dihidangkan 😀
145). Tahu Balutan Telur Saus Tiram (Ala Anak Kos) 😄 langkah memasak 15 foto",,1,0,1,1,0,0
Tamagoyaki ,"1 butir telur ayam
2 lembar daun pakcoy iris tipis
1/2 wortel ukuran kecil iris kecil","telur, ayam, daun, pakcoy, /, wortel, kecil, kecil",150,10,10,10,1,"Langkah 1
Kocok telur dengan irisan tipis pakcoy dan wortel, jangan lupa diberi garam (boleh ditambah merica bubuk dan penyedap)
Tamagoyaki Anak Kos langkah memasak 1 foto
Langkah 2
Masukkan telur di wajan anti lengket sedikit demi sedikit, jika sudah setengah matang, lipat/gulung telur
Tamagoyaki Anak Kos langkah memasak 2 foto
Tamagoyaki Anak Kos langkah memasak 2 foto
Langkah 3
Ulangi hingga adonan telur dan sayur habis, sebelum ditiriskan boleh dibolak balik supaya matang hingga ke dalam
Tamagoyaki Anak Kos langkah memasak 3 foto
Tamagoyaki Anak Kos langkah memasak 3 foto
Langkah 4
Iris gulungan telur, dan jadi dehh
Tamagoyaki Anak Kos langkah memasak 4 foto
Tamagoyaki Anak Kos langkah memasak 4 foto",,1,0,0,0,0,0
Telur Pancake Bayam,"1 genggam bayam (ambil daunnya saja)
1 butir telur ayam
2 sdm tepung terigu serbaguna
3 sdm minyak sayur
Secukupnya kaldu bubuk
Secukupnya garam
Secukupnya lada
Secukupnya air","genggam, bayam, (ambil, daunnya, saja), telur, ayam, tepung, terigu, serbaguna, minyak, sayur, kaldu, bubuk, garam, lada, air",200,10,10,15,1,"Langkah 1
Campur tepung terigu dengan secukpnya air sampai bertekstur kental. Tambahkan bumbu (kaldu bubuk, garam, lada)
Langkah 2
Di wadah terpisah, kocok telur sampai merata. Tambahkan adonan tepung, aduk merata lalu masukkan bayam
Langkah 3
Panaskan sedikit minyak di atas teflon (pakai minyak secukpnya saja atau sampsi merata di seluruh bagian teflon). Tuang adonan pancake, masak sampai kecoklatan. Setelahnya pancake bisa disajikan bareng nasi atau temen cemilan",,1,0,0,0,0,0
Sup Jagung Sosis,"1 buah jagung ukuran besar
3 buah sosis ayam/sapi
2 siung bawang merah
1 siung bawang putih
1 batang daun bawang
Seledri
Bumbu-bumbu
1 sdt kaldu ayam
1 sdm gula pasir
1/2 sdt penyedap rasa
1/2 sdt merica bubuk
2 sdm minyak goreng
400 ml air","jagung, sosis, ayam/sapi, bawang, merah, bawang, putih, batang, daun, bawang, Seledri, Bumbu-bumbu, kaldu, ayam, gula, pasir, /, penyedap, rasa, /, merica, bubuk, minyak, goreng, ml, air",250,10,10,30,1,"Langkah 1
Cuci bersih jagung kemudian sisir lalu sisihkan
Langkah 2
Potong potong sosis sesuai selera lalu goreng sebentar
Langkah 3
Iris bawang merah, bawang putih, daun bawang dan seledri sisihkan
Langkah 4
Panaskan wajar tambahkan minyak goreng, tumis bawang merah dan putih tunggu hingga kecoklatan lalu tambahkan air
Langkah 5
Setelah air mendidih masukan jagung, tunggu hingga jagung sedikit lebih matang lalu tambahkan sosis, kemudian beri bumbu dan koreksi rasa
Langkah 6
Saat api akan dimatikan masukan daun bawang dan seledri lalu siap dihidangkan",,0,0,0,0,0,0
Bistik Ayam ,"Beberapa bagian ayam yang telah dipotong
Daun sup (seledri)
1 buah Kentang
1 buah Wortel
Bumbu:
Merica
5 siung Bawang merah
3 siung Bawang putih
Garam
Gula
Kecap manis
Secukupnya air","Beberapa, bagian, ayam, yang, telah, dipotong, Daun, sup, (seledri), Kentang, Wortel, Bumbu:, Merica, Bawang, merah, Bawang, putih, Garam, Gula, Kecap, manis, air",300,20,10,20,1,"Langkah 1
Siapkan alat dan bahan yang diperlukan.
Langkah 2
Cuci bersih ayam yang telah dipotong. Direbus sebentar. Kemudian ditiriskan.
Langkah 3
Potong kentang, wortel dan daun seledri, dicuci. Kemudian direbus kentang dan wortel sebentar. Lalu ditiriskan.
Langkah 4
Bumbu: ulek bawang merah, bawang putih, merica. Tambahkan sedikit garam untuk mempermudah ulekan.
Langkah 5
Panaskan minyak goreng. Goreng bumbu yang telah diulek sampai harum. Kemudian masukkan kentang, wortel dan ayam yang telah direbus tadi.
Langkah 6
Tambahkan sedikit air, daun seledri, kecap, gula, dan garam. Cek rasa sesuai selera",,0,0,1,0,0,0
